token,count
baktheria,3
dumelelago,3
mosaeni,3
tsenyang,3
badiri,3
hlobola,3
boripana,3
diphuti,3
dikome,3
piri,3
thulantšha,3
ditshitswana,3
dipulo,3
matšatšo,3
nele,3
apee,3
aparetšwe,3
ngwadišitše,3
mabjaneng,3
rarelararela,3
tšhabagophula,3
kwalakwatša,3
mapokisi,3
lifelong,3
tšheletše,3
hlaelela,3
ntlhalošetša,3
hlokofetše,3
fotseke,3
kolotago,3
latselatshepetšo,3
makgotlataolo,3
tlabatlabiša,3
dikwero,3
bolokela,3
kelelathalo,3
otišwa,3
dumella,3
swiri,3
bagale,3
matšhošetši,3
diphokotšo,3
kwešišago,3
legapi,3
gabjale,3
boeleditšwe,3
methalothetong,3
mothong,3
takatso,3
mongwaledi,3
lekgotlakemedi,3
phumegile,3
sekaseka,3
infrastratšha,3
ping,3
matlafatšo,3
segwere,3
lefelago,3
boyona,3
bediše,3
fodiše,3
nkarabe,3
fiwego,3
ngwadiša,3
saeniša,3
setlaela,3
oketšwa,3
foreše,3
meso,3
gopolago,3
dutile,3
fapoge,3
tlelereke,3
lehlatšo,3
batshwari,3
letheka,3
kgopo,3
ithekela,3
ima,3
dikhupamarama,3
betodiše,3
kgeranata,3
sefu,3
lahwelela,3
president,3
fetogela,3
laeditšwe,3
kamogelong,3
tiišetšong,3
maokelo,3
šarakane,3
sehwana,3
ilalo,3
dirilwe,3
feletše,3
itshwarela,3
etišitše,3
kgantšhago,3
gatišwa,3
mofetoledi,3
mabotlelo,3
mašatana,3
thaula,3
basepetši,3
gohlola,3
maime,3
bontšhwago,3
botšiše,3
leleswiswi,3
mantšuatatagwe,3
gautana,3
tsongwago,3
ngenne,3
senwelo,3
ipeela,3
kgatlana,3
hemago,3
thwemakgowa,3
loiweke,3
ntsebiša,3
diphihlelelo,3
utame,3
sesole,3
kgofatšago,3
mohutamang,3
ditlhahlo,3
ntšhiwago,3
mmabago,3
praemari,3
sione,3
kgopetšwego,3
mphatong,3
thibile,3
difate,3
arogogantšwe,3
senyago,3
bakgonagatši,3
gakollwa,3
diswantšho,3
laetpago,3
dikreiti,3
hlakeng,3
hlaloswago,3
kekeretša,3
rere,3
kgokaganywago,3
lefelele,3
fetleka,3
moetapele,3
difihlolo,3
mošiabatho,3
ikhoretše,3
bosberad,3
mlahlekisi,3
sephodisa,3
kwela,3
sons,3
batlamoletlong,3
difofu,3
šadišetša,3
makgaritlanyana,3
phepompe,3
kgoga,3
lerabele,3
medi,3
bothakga,3
mmolelwana,3
hlalošitšegore,3
šielanago,3
kgontšhang,3
akaretšang,3
mabili,3
kere,3
kgethe,3
inšorense,3
fišwa,3
bulelwa,3
mabone,3
fetšwa,3
nneteng,3
fihlelwa,3
garama,3
dithaere,3
kwale,3
khathune,3
mangwalwana,3
bapatša,3
dithušo,3
nogo,3
laetwa,3
tsebio,3
dimmitara,3
huparela,3
tsenega,3
kobega,3
mabjang,3
nabile,3
batšwasehlabelo,3
itlhama,3
semotwana,3
fehlwa,3
sesego,3
šaletše,3
propaganda,3
ngwatomosadi,3
rekišitšwe,3
digateledi,3
lephegelelo,3
lešaedi,3
mokgatlomogolo,3
ditšhabatšhaba,3
khuetšokhuetšo,3
kgodiša,3
baabi,3
apešitšwego,3
tšwilego,3
itlhokomele,3
mathuhu,3
kgolekgole,3
dithabeng,3
kgakgatha,3
šitile,3
peakanyo,3
mmušogae,3
thomang,3
segoleng,3
phaahla,3
kwelego,3
fulago,3
laolwe,3
track,3
tlhaologanyo,3
mohlakišikakaretšo,3
lekelelago,3
kagišo,3
itlišitše,3
digetšwe,3
phemago,3
ipotšiša,3
babo,3
hlakiša,3
belaetše,3
baloiloi,3
mminaphiri,3
bane,3
kgotlelelago,3
fetišwe,3
ntirela,3
moagi,3
nobel,3
kgehlemanya,3
itlholela,3
borapedi,3
ntirago,3
mophethagatši,3
tšeetše,3
bakgathalehwiti,3
kholomo,3
tlaleditšwe,3
lešata,3
isaacs,3
mopostola,3
hlalwa,3
dipute,3
maburu,3
tletše,3
diputswa,3
dipapading,3
nnake,3
utolotšwego,3
ntseba,3
morapedi,3
high,3
lebogega,3
kgwara,3
senyelet,3
moraloki,3
bontšhe,3
bušago,3
bonelwa,3
lekgeswa,3
nngele,3
maotwana,3
mogodu,3
tlhapi,3
bolekana,3
thulanago,3
rialo,3
mookamedi,3
rometšwe,3
ditlhahlong,3
hlopha,3
mafapa,3
ikhuditšego,3
kgotlelelang,3
gopele,3
airlines,3
flight,3
lokollwago,3
thabo,3
bodibeng,3
sekhutlong,3
clinical,3
short,3
story,3
norse,3
owe,3
swailwe,3
kgodi,3
kgokgo,3
priest,3
kholera,3
ngangabala,3
phopholetše,3
mašela,3
batalala,3
kapa,3
košana,3
opelwa,3
botšišago,3
ntšhitšwego,3
imile,3
lwatšwa,3
tšhabišetša,3
beakantšwe,3
minerale,3
tologetšego,3
cup,3
bodiša,3
nthasetša,3
phumotšwe,3
bjaka,3
baruti,3
mmešelet,3
dinotlelo,3
dipara,3
bogobe,3
royal,3
tšhipa,3
yunibesithi,3
methodist,3
bot,3
serunya,3
hlagolela,3
lekgabana,3
bootledi,3
ithutile,3
ikgethele,3
kgabile,3
magogwa,3
dikilogramo,3
timet,3
bogaleng,3
mohlare,3
šupago,3
capitol,3
tšhologana,3
mašot,3
german,3
agency,3
college,3
belegetšwe,3
nagalegae,3
dipolaseng,3
mahlatsemang,3
phihlelelo,3
bošaedi,3
forwa,3
thabeamanyi,3
lewatleng,3
jewago,3
mabedika,3
badulasetulo,3
putsago,3
bušeletšwa,3
lahlile,3
mmanenka,3
phitlhelelo,3
thatafalelwago,3
lekalekanego,3
theeletšwa,3
thelebišeneng,3
boledišanago,3
molwantšhwa,3
theo,3
tšewego,3
tokologong,3
masomehlano,3
papatšong,3
entšene,3
dikhophi,3
lemorago,3
begwago,3
nyakišišwa,3
kgokgono,3
diaparo,3
bokgathatema,3
tekanyetšong,3
kgethollwa,3
goo,3
amanego,3
tšhomišanommogo,3
gohlakahlakane,3
nkabego,3
iphediša,3
itshepilego,3
rakelele,3
diregile,3
mabarebare,3
mmakišago,3
akanyetšwago,3
nef,3
dinama,3
saga,3
navy,3
ahlowe,3
bophethegi,3
botsoro,3
kanogelo,3
mmoto,3
dipampiritšhelete,3
ithwalago,3
masometharotee,3
ditetelo,3
kgororwane,3
gatelelwa,3
senoko,3
datapeise,3
tlela,3
thutafase,3
lebanya,3
mahlareng,3
fetetše,3
ditšheleteng,3
balwi,3
mosakong,3
ntšinyana,3
leleme,3
lesomehlano,3
mothwalwa,3
boditšego,3
otile,3
pholisi,3
retšene,3
letelago,3
ngwalolle,3
ahlaahla,3
thibathibelago,3
gagola,3
hlohloletša,3
phedišano,3
tsenwe,3
lamorena,3
hlabologilego,3
tsebegago,3
dihlotlo,3
patagantšwego,3
tlhabane,3
itharolotše,3
matareane,3
magerike,3
mapotokisi,3
ešita,3
bapetšago,3
ganetšwago,3
ngadile,3
ditheko,3
diemo,3
nyadišitše,3
kare,3
fopha,3
dintahle,3
dinyane,3
bolelwagokatšona,3
hlaelelwa,3
ntšheditšwego,3
hlotliwa,3
kgomaneng,3
themes,3
khathola,3
akalala,3
tshwamoge,3
segwera,3
gangwe,3
hlalefe,3
ditshwayotshwayo,3
morumokwano,3
swantšho,3
tshegišo,3
bofelo,3
thušakagore,3
iketš,3
moretšistara,3
rarela,3
manotlo,3
dingatha,3
hlathago,3
madiri,3
nepagalo,3
seswantšho,3
phegelelo,3
retologa,3
gonafao,3
hlanoladirethe,3
kotsing,3
phekola,3
lebollo,3
pomipa,3
dikarolo,3
mothogo,3
moanegwathwadi,3
katanago,3
diboledi,3
seswantšhong,3
hlokomelago,3
tswaka,3
diphahlo,3
lebjaletšweledi,3
hlothola,3
web,3
hlakahlakana,3
hubaka,3
dikahlaahlo,3
latelelega,3
lebila,3
basebini,3
ntšhetše,3
tho,3
legogwa,3
sepetšwago,3
tlhakamolao,3
wili,3
babadi,3
tlhorišo,3
mokhuša,3
diagammele,3
batlolamolao,3
mapono,3
potologago,3
lebantše,3
moreba,3
dihlwa,3
kgaolakgaola,3
gabommatlala,3
senyakwa,3
agaleswa,3
ditlabelotirišwa,3
beakanye,3
belegetše,3
kgothatšo,3
dipena,3
diposetara,3
fepša,3
ikhwetše,3
mehlareng,3
menoto,3
thope,3
mothušamodulasetulo,3
setero,3
swantšhwa,3
moretwa,3
maboomo,3
foleteng,3
pholophotha,3
thwalo,3
tumile,3
diaparong,3
moraranyana,3
ratwa,3
šireletšwa,3
fetisa,3
mošemanyana,3
telefatša,3
kgoge,3
kgethollwe,3
rarabololwa,3
makgotlakhuduthamaga,3
telefatswa,3
kgonagatše,3
peakanyong,3
kgotsofatšwa,3
phaphasela,3
bontšhwa,3
lapišitše,3
hlagetšwe,3
keganne,3
ratanago,3
tlabilwe,3
gašaganego,3
koloing,3
sekema,3
tisa,3
lebating,3
aloge,3
galefiša,3
mmelegego,3
lesiba,3
malakane,3
mabusebuse,3
phetelelo,3
kgabišitše,3
maphephe,3
apešago,3
utolla,3
dikilometaratšemasometharo,3
didirišwahlangwa,3
maithobollo,3
kgwebišano,3
intaseteri,3
nyenyane,3
bonyelele,3
katšona,3
kgotsofaditšwe,3
matelele,3
baase,3
bathekgi,3
digagabi,3
thutadipalo,3
begela,3
gagotšwe,3
mpitša,3
methalotheto,3
mpee,3
felelwe,3
park,3
tsošološatsebo,3
bonayago,3
thunya,3
mmaserwadi,3
ebewago,3
anegele,3
republic,3
polasa,3
raloke,3
dikarata,3
khomphutareng,3
šiela,3
ditafola,3
ikhutše,3
loya,3
mabusha,3
tiišo,3
botseta,3
katela,3
morabeng,3
hlanogetše,3
gatoga,3
monyanyeng,3
pukutšatši,3
laodišago,3
katse,3
magotlo,3
hlaelelago,3
lekwe,3
makgaolakgang,3
kotlo,3
tshesane,3
kgopelela,3
moratho,3
mogwe,3
mohlapologo,3
bonneng,3
kgonya,3
engelane,3
ngwalele,3
poskarata,3
efela,3
tshwenyega,3
lešathana,3
mageu,3
merumo,3
maswaro,3
lebanwe,3
inokanoketša,3
arogana,3
leselageng,3
parole,3
tšhoganyetšo,3
mamohlohlwane,3
dikgakgaripane,3
tsoma,3
fihleletšwe,3
mmitareng,3
mohlagae,3
morutipi,3
malaomabe,3
phayaphaiša,3
mafokodi,3
tshelwe,3
mmipela,3
papetla,3
tshenkonyakišišo,3
rereše,3
mmoifa,3
utile,3
hlotlilwego,3
mešupatsela,3
bagwebakammele,3
phaphano,3
ntšhana,3
inong,3
ratšhidi,3
hlaelelo,3
dibenyane,3
sešupanako,3
mebušo,3
gohlegohle,3
seresanta,3
budule,3
lenaneotshepetšo,3
meratišo,3
tsoši,3
ikgohle,3
magetla,3
mmaphakwe,3
tsošitšwe,3
mokokoto,3
šiago,3
tso,3
olo,3
bapaki,3
bedi,3
tlaleletše,3
katanela,3
itlhotleletša,3
layer,3
kgwahla,3
hlokofatša,3
mosehla,3
census,3
dipersente,3
tsebalege,3
mmalegotlo,3
ralegotlo,3
kgobogo,3
thubamotse,3
befedišago,3
kose,3
id,3
mahumo,3
ngongorego,3
borutelo,3
emiše,3
sekaseke,3
van,3
dithušothuto,3
temeng,3
tenega,3
megokarano,3
timola,3
kwanetšwego,3
kanegelokopaneng,3
christian,3
matlafaditšwe,3
tantsha,3
kagona,3
obe,3
itemogetšego,3
dikgatako,3
mahlokotsebe,3
bangwadi,3
baakanyetši,3
baswantšhi,3
sepedišago,3
ebolwa,3
mogaunyana,3
tsenelwe,3
tšiditšana,3
hlolwe,3
setempe,3
thibelwa,3
buisana,3
tenwa,3
rulaganyetša,3
katolo,3
me,3
yonaka,3
karatšheng,3
abiwa,3
mebotoro,3
kamo,3
kwalago,3
nameditšwe,3
mokgalabjana,3
swaswe,3
kgaoletša,3
gegea,3
setšwe,3
dihlangwa,3
thethiša,3
phele,3
gakgamatša,3
lefelwago,3
morethetho,3
ngwakongdisego,3
kukamonna,3
bodutung,3
ikgonere,3
gatišwago,3
boitšhomelo,3
mafapheng,3
omišwa,3
diphisi,3
dilenthele,3
sebjaneng,3
fomula,3
bokgonikakanyo,3
hlohloletšego,3
bolae,3
sebetšego,3
penta,3
furalela,3
kwenayo,3
adutšego,3
folaka,3
etho,3
obametšwe,3
hlakagalego,3
kwametšege,3
lefšwa,3
dikgaokgao,3
dinetefatšo,3
ruwilego,3
hlagolelwa,3
tlogang,3
tšhaile,3
fihlelelwe,3
gabariele,3
bene,3
gamogashoa,3
senkgišabose,3
naval,3
dikgwebopotlana,3
hlokomologwe,3
foromong,3
tshekga,3
fehlwago,3
ikopanwago,3
sebeka,3
retelelwa,3
mahlakore,3
kwišišege,3
gonyane,3
sejato,3
ntoutela,3
botsenelwa,3
mohlologadi,3
diporofense,3
diprofensetle,3
seila,3
šulafatša,3
diselefoune,3
fihleleleng,3
kwalakwatšago,3
abja,3
iponatšago,3
fihlelele,3
swiela,3
koropa,3
nyakišišitšwe,3
name,3
balwago,3
tšibatšiba,3
moano,3
mbotwana,3
kgopetšego,3
tlogego,3
lerumu,3
sepedišana,3
maila,3
bosotho,3
senyegilego,3
kgakgarega,3
fahlogela,3
leng,3
hlomphiwago,3
bahlanka,3
solo,3
dieta,3
disolo,3
ngwalela,3
sešego,3
bašomedi,3
mashilo,3
kokoago,3
nyamoga,3
lebogela,3
bophuthatswana,3
maatlataolotoka,3
logaganya,3
boppa,3
lomago,3
tatso,3
palomoka,3
memorantamo,3
reketše,3
kuku,3
sešebo,3
sebose,3
sekasekilwego,3
phetolelo,3
thalathadilwe,3
boyo,3
hlaološwago,3
ditiragalong,3
mat,3
diintasteri,3
kgahlegong,3
mokgwawo,3
oaparagokagona,3
makgoweng,3
šika,3
hlatlega,3
pitšana,3
kganyetša,3
hlaganela,3
amoga,3
mohlalefi,3
kgonwa,3
molemogi,3
kgononelo,3
maitshwaromabe,3
bakilwego,3
kitimiša,3
arošitšwego,3
kahlolelo,3
rulaganya,3
seleteng,3
tshwanela,3
dikelelwa,3
kgatelopele,3
hlabolotšwego,3
mafotle,3
wela,3
kahlololeswa,3
theeleditšwe,3
babegedi,3
ikgethago,3
lefapheng,3
thokongya,3
ntona,3
semmušo,3
polio,3
tsenetšego,3
pressure,3
email,3
professor,3
salad,3
lane,3
nine,3
tsebagaditše,3
grant,3
ponto,3
pillar,3
matlapa,3
blocka,3
mokhanselara,3
polo,3
outcome,3
swimming,3
beilego,3
homolele,3
polelotirišwa,3
malemepedi,3
gorediphoofolo,3
tšedingwe,3
sekafoko,3
inweše,3
sengwegommega,3
arate,3
goma,3
marulao,3
bodulo,3
boeletša,3
kgontšha,3
tshepane,3
bophodiseng,3
hlagišwe,3
hlagago,3
hlokišitšwego,3
amogilwe,3
rarollwego,3
šoo,3
ntšheditše,3
dirotswana,3
tsebege,3
saenilwego,3
maloka,3
tsuba,3
itšhidulla,3
popo,3
balelwa,3
potšišo,3
gasefaka,3
rampai,3
batsogile,3
baboloka,3
dihlola,3
tšhabile,3
megarogo,3
sefahlegong,3
gadikilwego,3
dihampeka,3
mekgobo,3
fihletše,3
ipotšišeng,3
lefapeng,3
phumulwe,3
buletšwego,3
letsweleng,3
šongwe,3
tshepho,3
tsetlelwa,3
ikgareetše,3
ditiragatšo,3
lolamang,3
tumo,3
mokhwipebetse,3
ithomela,3
hlaswiwa,3
šišingwa,3
mabjalo,3
phethagata,3
rutwa,3
boikemo,3
boetapele,3
ditheo,3
moruleng,3
moipone,3
ramogolwagwe,3
kgonagalekudu,3
ratwe,3
mmotšišitše,3
tsinkela,3
fokotšwago,3
motšhelong,3
fetšago,3
bebase,3
patage,3
nontšhetša,3
thalathala,3
thutomohlala,3
tlhahlopoledišano,3
maatlafatšo,3
tuu,3
sekišwa,3
modiriši,3
mokalabi,3
hula,3
fihlelelega,3
mebala,3
merongwana,3
mootlwa,3
ineela,3
kotofatša,3
nonne,3
rotše,3
matšhe,3
botswana,3
lesotho,3
swatseng,3
foreistata,3
matena,3
kgethologanya,3
kgoparara,3
rekotega,3
sepedišanago,3
tlhabologo,3
kgonegišo,3
nadine,3
amego,3
saenetšego,3
thokong,3
maikemišitšo,3
akere,3
mašwišwi,3
šenago,3
metšwe,3
mashudu,3
mephato,3
mongwadi,3
falalelago,3
phuthegong,3
bogelwa,3
tshwantšhokgopolo,3
lekanetšego,3
phumola,3
batsebiši,3
solomon,3
fihliša,3
ganego,3
distopo,3
setšong,3
sebotšwa,3
tanyega,3
leratong,3
mmabona,3
moelamogolo,3
mokgekolo,3
morwagwe,3
kgobalo,3
motšwasehlabelo,3
monyako,3
sepetše,3
dišegong,3
bušitše,3
thumo,3
bapadiša,3
bošupa,3
goa,3
romilego,3
holega,3
hlagišetša,3
festivaleng,3
camera,3
traffic,3
repossesa,3
two,3
okay,3
grants,3
mmintšha,3
stone,3
khutlotharo,3
emetše,3
okametšego,3
mail,3
female,3
metlae,3
mašata,3
dihlogo,3
nyakišišitšwego,3
ditlolomolao,3
infrastraktšha,3
recent,3
ancestor,3
kibiwa,3
lebikiri,3
nyefola,3
alafago,3
makaone,3
abelane,3
baithutikabona,3
fetelwa,3
belegwe,3
kgaphola,3
leseasea,3
rekwa,3
dijong,3
bro,3
boss,3
pelokgolo,3
kitimele,3
fihleng,3
hei,3
mathokong,3
my,3
comments,3
pakaneng,3
omo,3
auto,3
tena,3
kukumara,3
mekgona,3
kaonafatšeng,3
tšwetšeng,3
mašego,3
nnono,3
bajalefa,2
kgoodi,2
pasetopo,2
itlhomela,2
mašokana,2
šorofala,2
dilaesense,2
dutšwe,2
bethana,2
mesamelo,2
motsemogolo,2
sersanta,2
dirišwago,2
phošwa,2
letadi,2
hwego,2
kgatong,2
sep,2
tsogile,2
diemapele,2
motsenyetša,2
tseneletšego,2
bolena,2
mothosemolao,2
etwe,2
molefi,2
akantše,2
phadišano,2
setulong,2
bongwetši,2
letšatšikgwedi,2
mponego,2
sebotšološi,2
boetše,2
bobididi,2
english,2
thušabana,2
kaotee,2
swaswage,2
hoteleng,2
ralokilego,2
dikherotse,2
sepinatšhe,2
ditamati,2
difofane,2
dirišago,2
ikgokanya,2
mefago,2
madihlabe,2
ikhutša,2
šuthelelwa,2
ntshwanetše,2
aloga,2
kgweding,2
diilago,2
huetša,2
mpipela,2
diphirikgolo,2
nyepollo,2
kgotlelelege,2
amuše,2
lebadiše,2
radihlapi,2
mollwane,2
nyoretšwego,2
leselo,2
khurumelwa,2
thekenolotšo,2
kagosetšhaba,2
tekemego,2
moofisirimogolo,2
mafela,2
mabelethoro,2
ikela,2
badimong,2
robaletše,2
dikgwa,2
netefaditše,2
marere,2
kgwebotheo,2
plastiki,2
siriele,2
tliswa,2
ponelopele,2
keiting,2
keiti,2
ganago,2
khomišinara,2
tiroatla,2
dikopafatšo,2
itshwara,2
gatikela,2
mohlami,2
strouku,2
sebjana,2
lesenke,2
hlatlama,2
seswantšhothalwa,2
itlhokelago,2
dišo,2
tšhalanonthago,2
lenyatšoba,2
hlapetša,2
ilo,2
hlakodišwe,2
ikgethetšego,2
dutlela,2
nkong,2
hlwekiša,2
boipshino,2
setšene,2
omanya,2
sopo,2
diophareišene,2
idibatša,2
bolaile,2
tshetlo,2
kganya,2
bobotse,2
kgobokanetšwe,2
peo,2
meetše,2
nokengkgolo,2
nkgone,2
senepe,2
boraditaba,2
babinatau,2
tsitsinkele,2
tšeelwa,2
opša,2
tlabja,2
diragalela,2
tsomare,2
thibelego,2
thabeina,2
lebakatšweledi,2
lebjale,2
raro,2
ipeye,2
lešitše,2
tahlane,2
alafša,2
tlhaloganngwa,2
gagešo,2
api,2
letswaifela,2
godipwa,2
nyaki,2
rotara,2
dilipi,2
mokgobo,2
dikakanyo,2
royals,2
aikemišeditše,2
fepega,2
waar,2
pušetšo,2
hlahlile,2
mongangapane,2
thakgaditšwe,2
potšišišo,2
phethagatšwego,2
agetše,2
šometše,2
akareditšwe,2
nngweethongwe,2
faeleng,2
organization,2
amogelwago,2
gopolele,2
šupetša,2
sehlophana,2
digatamarokgwana,2
ditatofatšo,2
mesebe,2
hlomolana,2
lephelo,2
lekaone,2
nkadingala,2
hlanolela,2
phatlalale,2
nkgela,2
keg,2
abašupetša,2
upše,2
tšeang,2
melaomegolo,2
ditaelotaelo,2
aroletšwe,2
ketapele,2
bangwading,2
elaetšwago,2
tshepidišo,2
diswari,2
lebeletšwe,2
dikenywatša,2
serolane,2
phumulwa,2
kgahle,2
lebantšhitše,2
palege,2
hlotletša,2
tshwedi,2
kgahliše,2
tšhidullo,2
mešifa,2
mabose,2
komelelo,2
iphile,2
šiwa,2
nare,2
hlotša,2
nku,2
phološa,2
dinaleng,2
boitlhamelo,2
kgegeo,2
dithumo,2
farologanego,2
tlengwa,2
dikhamphani,2
masetara,2
kgorotshekokgolo,2
hwetšamoraba,2
dibjana,2
mengapo,2
dibjaneng,2
bitše,2
tswalelo,2
bjetšwe,2
matšoba,2
lekanetše,2
marinini,2
tšhupa,2
bakilego,2
thwalwe,2
treaty,2
ngatela,2
setlogo,2
amegang,2
akarediwa,2
setaela,2
šeditšwego,2
botee,2
rarologe,2
mogalakwenae,2
aerobiki,2
ikgakantšha,2
itebatša,2
lentshwa,2
lebišagape,2
boditšwe,2
ditokofela,2
hlapiše,2
kgotsofetše,2
ntšhaba,2
mahlathi,2
mafokong,2
makopana,2
dikgao,2
sešhabeng,2
fekeetše,2
ferile,2
mogodumo,2
thato,2
phethegile,2
masolong,2
gwatanka,2
kotwego,2
kgethegile,2
ntlogele,2
lemogilwe,2
mogo,2
ithaopa,2
šomela,2
potsa,2
apeilwego,2
tshwanago,2
letangwana,2
boruthelo,2
rekišwe,2
thekontle,2
gateletšwe,2
hloilego,2
mapaing,2
klosari,2
ete,2
hlotšwego,2
kgaogano,2
metara,2
mothalothetong,2
rakwang,2
dileteng,2
tsebagatšwa,2
moragonyana,2
kgatišong,2
tšweletšeng,2
mašošo,2
mefolo,2
neela,2
holo,2
tharing,2
serwaolong,2
sephiring,2
tseneletpego,2
lwantshaneng,2
bomenetsa,2
metše,2
boelego,2
sekepe,2
tsefela,2
tumiša,2
phoofolo,2
mahlomahwibidu,2
ngenega,2
ngwakong,2
mokotlana,2
mapulana,2
ditšhitswana,2
pakwago,2
bunago,2
mokgwatlhamo,2
dikgabišo,2
kakanyopopo,2
tšhilo,2
moipiletši,2
tšatšikgwedi,2
sete,2
feletšego,2
dišwa,2
nokeng,2
noša,2
gwaba,2
gwanta,2
itekanele,2
hlakantše,2
kalo,2
moakanyetšo,2
lehlaya,2
kgotlele,2
ikgantšhago,2
kgaolelwa,2
lešika,2
lešatana,2
beketlammetha,2
šedi,2
langwe,2
katwa,2
khomodi,2
gakanegile,2
ngwadiše,2
modirelwa,2
krediti,2
phadišana,2
magologolo,2
lebaganego,2
maatlafatša,2
modiša,2
etile,2
maikhutšong,2
tabanyana,2
šupile,2
kgotsofatšwe,2
beo,2
tlafela,2
mmonaa,2
šuithišetšwa,2
masindikheithi,2
phethagatpa,2
mepongwana,2
hlakanetšwego,2
magokobu,2
tantshe,2
latelelwa,2
nngeleng,2
gapeletšegego,2
tšweleditšego,2
komišine,2
ditokumenteng,2
bogweng,2
motšhitšhi,2
adimana,2
fetogego,2
ikemišetšeng,2
ukangwe,2
gampenyana,2
saposidi,2
hloba,2
tsenagare,2
phathagatša,2
swarišitše,2
šomang,2
ditoropongkgolo,2
dikabelo,2
kudukudu,2
ratha,2
diraselo,2
tšhogago,2
dinkhu,2
hlahlobilego,2
seopahlogwana,2
bolayane,2
hlakela,2
kalafio,2
hlalosa,2
ditšhoganyetšo,2
yaudi,2
gonamo,2
ntoo,2
dithelebišeneng,2
dikuranteng,2
segobjalo,2
nyakišiše,2
mokwalakwatši,2
hlokoleng,2
etapele,2
mothuša,2
rabasotho,2
ngaya,2
matamo,2
motlalaohle,2
lebilego,2
tshepile,2
mohlako,2
itebala,2
abetšwe,2
ikutswa,2
mmakgoši,2
gampa,2
perekisi,2
matute,2
diterebe,2
akronimi,2
bopharagahla,2
sekwengmaikutlo,2
mmogetše,2
dipontšhong,2
rumilwe,2
bošweu,2
papelong,2
ngwaleng,2
protšeke,2
hlamelwa,2
nkambule,2
tsentšhitšwego,2
diporoukhara,2
orele,2
monwaneng,2
hlathollwa,2
kwešišwa,2
seemong,2
dumelelega,2
makgarebe,2
enwa,2
nametšego,2
maithutelong,2
kalahlwa,2
eno,2
ditoropokgolo,2
dimeyara,2
bašireletši,2
laodišege,2
bule,2
ipolaiše,2
madila,2
ikemego,2
modiši,2
ineetšego,2
torong,2
lebothatabjo,2
laodišegego,2
bogela,2
mankgohlo,2
manyelaphagong,2
rakeletšwe,2
tsitsinkelo,2
sekiming,2
mangwalong,2
kokobele,2
kgakgana,2
bronze,2
tshekamo,2
tšhupetšo,2
nyakang,2
nadinadi,2
hlakodi,2
pere,2
ganwa,2
nyadišwa,2
taelele,2
lelokollo,2
šadile,2
hwetšago,2
kgokgoetša,2
bowe,2
mokgopha,2
hlorišwago,2
digalase,2
tokafalago,2
legoleng,2
feroša,2
kaka,2
monareng,2
tsokame,2
fonte,2
sekišwe,2
thekgwe,2
bathong,2
gasekhukhune,2
itšhikinya,2
bosenyi,2
pušetšomorago,2
ninaga,2
fihelela,2
kliniki,2
hunadi,2
bokoloti,2
mphanama,2
hlatlamago,2
tamogile,2
ekile,2
hweditšwe,2
fihleletšego,2
lemošwa,2
mamapo,2
mead,2
johnson,2
difaene,2
bedišitšwe,2
bope,2
tšhuto,2
motšhotšhisi,2
boset,2
haba,2
security,2
assistance,2
ikgapele,2
balafaditšwe,2
letšobeng,2
botalamorogo,2
kgabjana,2
ikhumiša,2
tšeeng,2
programming,2
lekanwa,2
mohlwaela,2
mahlalopagotee,2
lwetšego,2
leanong,2
tswalele,2
hlaselwa,2
mokhohlwane,2
ditlhatlošo,2
padile,2
thapong,2
diphatišišo,2
molaetša,2
potla,2
digoba,2
kgwale,2
ner,2
maarogi,2
bag,2
ole,2
bagobatšwa,2
iphatela,2
metlhano,2
phankga,2
lahlang,2
gopodišiša,2
mokotla,2
wagagwe,2
diemadirile,2
lahlwe,2
benedict,2
batšwantle,2
tlholego,2
hlogomeetse,2
nkemele,2
boitemogelo,2
itshware,2
letelwa,2
iphemela,2
semoya,2
tlošwe,2
kaonefatša,2
goga,2
bošula,2
ipušeletše,2
afitafiti,2
beine,2
tlišwego,2
tshwane,2
metro,2
rakgadiago,2
rules,2
botswetši,2
dilebišwa,2
thabele,2
mauritius,2
tumello,2
lebellwe,2
rulagantšwe,2
diarea,2
moelelo,2
ririšanwago,2
romilwe,2
kahlolong,2
tumelong,2
lobjwa,2
imelwa,2
lasepiriti,2
kaganongkatšaa,2
dulego,2
šireleditšwego,2
patents,2
ditlhangwa,2
reteletše,2
kgomareditšwe,2
babeakanyi,2
pabalelo,2
mehuteng,2
jobana,2
serotwana,2
gongwe,2
ntšhwe,2
ponašeng,2
pegelomorago,2
bathwalwa,2
lebakakopana,2
phasha,2
ntweng,2
itebeletše,2
california,2
department,2
mpotšeng,2
faporiking,2
dihlatse,2
diyunibesithi,2
fetišetšwa,2
olela,2
amateur,2
operators,2
speed,2
skating,2
transport,2
diba,2
kgaogelo,2
nao,2
lera,2
mukase,2
hlano,2
kgwadibeng,2
ditelegile,2
hlathollo,2
otla,2
emang,2
beago,2
nyalwe,2
banyane,2
etša,2
mokato,2
itsentšha,2
tenane,2
dikelo,2
llago,2
freud,2
pentwa,2
dipalamonwana,2
mogolegwa,2
disepediši,2
mophediši,2
neša,2
tulong,2
laureates,2
lemina,2
abjago,2
court,2
dihlokabophelo,2
mosebjadi,2
sekukuru,2
nthatego,2
nthapelele,2
tselane,2
lekeletše,2
mpshirile,2
